t,node_id,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
74,R1,199.0,0.0,0.0,273.0,116.0,433.0,EOD,116,116.0,5.97,0.0,0.0,0.0,5.97
74,R2,103.0,0.0,0.0,215.0,72.0,231.0,EOD,72,72.0,3.09,0.0,0.0,0.0,3.09
74,R3,24.0,0.0,0.0,839.0,240.0,396.0,EOD,240,240.0,0.72,0.0,0.0,0.0,0.72
75,Supplier,0.0,0.0,211.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
75,W1,292.0,0.0,279.0,1535.0,188.0,0.0,EOD,0,0.0,5.84,0.0,16.88,0.0,22.72
75,W2,120.0,0.0,0.0,1278.0,240.0,614.0,EOD,0,0.0,2.4,0.0,17.4,600.0,619.8
75,R1,54.0,0.0,0.0,273.0,145.0,0.0,EOD,145,145.0,1.6199999999999999,0.0,0.0,0.0,1.6199999999999999
75,R2,38.0,0.0,0.0,215.0,65.0,0.0,EOD,65,65.0,1.14,0.0,0.0,0.0,1.14
75,R3,66.0,0.0,0.0,1089.0,202.0,244.0,EOD,202,202.0,1.98,0.0,0.0,0.0,1.98
76,Supplier,0.0,0.0,188.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
76,W1,225.0,0.0,0.0,1113.0,210.0,422.0,EOD,0,0.0,4.5,0.0,17.1,730.0,751.6
76,W2,120.0,0.0,202.0,1729.0,202.0,0.0,EOD,0,0.0,2.4,0.0,17.02,0.0,19.419999999999998
76,R1,166.0,0.0,0.0,261.0,161.0,273.0,EOD,161,161.0,4.9799999999999995,0.0,0.0,0.0,4.9799999999999995
76,R2,167.0,0.0,0.0,228.0,86.0,215.0,EOD,86,86.0,5.01,0.0,0.0,0.0,5.01
76,R3,218.0,0.0,0.0,697.0,240.0,392.0,EOD,240,240.0,6.54,0.0,0.0,0.0,6.54
77,Supplier,0.0,0.0,600.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
77,W1,225.0,0.0,247.0,1113.0,247.0,0.0,EOD,0,0.0,4.5,0.0,17.47,0.0,21.97
77,W2,120.0,0.0,442.0,1729.0,240.0,0.0,EOD,0,0.0,2.4,0.0,17.4,0.0,19.799999999999997
77,R1,0.0,45.0,0.0,261.0,211.0,0.0,EOD,211,166.0,0.0,22.5,0.0,0.0,22.5
77,R2,21.0,0.0,0.0,228.0,146.0,0.0,EOD,146,146.0,0.63,0.0,0.0,0.0,0.63
77,R3,132.0,0.0,0.0,494.0,289.0,203.0,EOD,289,289.0,3.96,0.0,0.0,0.0,3.96
78,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
78,W1,273.0,0.0,0.0,1106.0,357.0,652.0,EOD,0,0.0,5.46,0.0,18.57,730.0,754.03
78,W2,88.0,0.0,0.0,1472.0,289.0,699.0,EOD,0,0.0,1.76,0.0,17.89,600.0,619.65
78,R1,6.0,0.0,0.0,372.0,210.0,261.0,EOD,210,210.0,0.18,0.0,0.0,0.0,0.18
78,R2,0.0,103.0,0.0,460.0,124.0,0.0,EOD,124,21.0,0.0,51.5,0.0,0.0,51.5
78,R3,0.0,171.0,0.0,1225.0,303.0,0.0,EOD,303,132.0,0.0,85.5,0.0,0.0,85.5
79,Supplier,0.0,0.0,646.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
79,W1,63.0,0.0,124.0,1106.0,334.0,0.0,EOD,0,0.0,1.26,0.0,18.34,350.0,369.6
79,W2,88.0,0.0,303.0,1472.0,303.0,0.0,EOD,0,0.0,1.76,0.0,18.03,0.0,19.790000000000003
79,R1,0.0,153.0,0.0,582.0,159.0,0.0,EOD,159,6.0,0.0,76.5,0.0,0.0,76.5
79,R2,43.0,0.0,0.0,232.0,82.0,228.0,EOD,82,82.0,1.29,0.0,0.0,0.0,1.29
79,R3,108.0,0.0,0.0,731.0,215.0,494.0,EOD,215,215.0,3.2399999999999998,0.0,0.0,0.0,3.2399999999999998
80,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
80,W1,318.0,0.0,159.0,1336.0,241.0,461.0,EOD,0,0.0,6.36,0.0,17.41,380.0,403.77
80,W2,149.0,0.0,0.0,1485.0,215.0,579.0,EOD,0,0.0,2.98,0.0,17.15,600.0,620.13
80,R1,90.0,0.0,0.0,210.0,129.0,372.0,EOD,129,129.0,2.6999999999999997,0.0,0.0,0.0,2.6999999999999997
80,R2,0.0,35.0,0.0,438.0,78.0,0.0,EOD,78,43.0,0.0,17.5,0.0,0.0,17.5
80,R3,0.0,115.0,0.0,1249.0,223.0,0.0,EOD,223,108.0,0.0,57.5,0.0,0.0,57.5
81,Supplier,0.0,0.0,456.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
81,W1,30.0,0.0,78.0,1336.0,207.0,0.0,EOD,0,0.0,0.6,0.0,17.07,350.0,367.67
81,W2,149.0,0.0,223.0,1485.0,223.0,0.0,EOD,0,0.0,2.98,0.0,17.23,0.0,20.21
81,R1,162.0,0.0,0.0,288.0,138.0,210.0,EOD,138,138.0,4.859999999999999,0.0,0.0,0.0,4.859999999999999
81,R2,113.0,0.0,0.0,206.0,84.0,232.0,EOD,84,84.0,3.3899999999999997,0.0,0.0,0.0,3.3899999999999997
81,R3,0.0,357.0,0.0,1249.0,242.0,0.0,EOD,242,0.0,0.0,178.5,0.0,0.0,178.5
82,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
82,W1,30.0,0.0,300.0,1784.0,222.0,0.0,EOD,0,0.0,0.6,0.0,17.22,0.0,17.82
82,W2,135.0,0.0,0.0,1472.0,242.0,451.0,EOD,0,0.0,2.7,0.0,17.42,600.0,620.12
82,R1,37.0,0.0,0.0,288.0,125.0,0.0,EOD,125,125.0,1.1099999999999999,0.0,0.0,0.0,1.1099999999999999
82,R2,43.0,0.0,0.0,206.0,70.0,0.0,EOD,70,70.0,1.29,0.0,0.0,0.0,1.29
82,R3,161.0,0.0,0.0,983.0,213.0,731.0,EOD,213,213.0,4.83,0.0,0.0,0.0,4.83
83,Supplier,0.0,0.0,464.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
83,W1,180.0,0.0,0.0,1139.0,195.0,645.0,EOD,0,0.0,3.6,0.0,16.95,730.0,750.55
83,W2,135.0,0.0,213.0,1472.0,213.0,0.0,EOD,0,0.0,2.7,0.0,17.13,0.0,19.83
83,R1,130.0,0.0,0.0,263.0,195.0,288.0,EOD,195,195.0,3.9,0.0,0.0,0.0,3.9
83,R2,167.0,0.0,0.0,232.0,82.0,206.0,EOD,82,82.0,5.01,0.0,0.0,0.0,5.01
83,R3,0.0,150.0,0.0,983.0,311.0,0.0,EOD,311,161.0,0.0,75.0,0.0,0.0,75.0
84,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
84,W1,180.0,0.0,277.0,1556.0,277.0,0.0,EOD,0,0.0,3.6,0.0,17.77,0.0,21.37
84,W2,53.0,0.0,0.0,1485.0,311.0,442.0,EOD,0,0.0,1.06,0.0,18.11,600.0,619.17
84,R1,0.0,85.0,0.0,263.0,215.0,0.0,EOD,215,130.0,0.0,42.5,0.0,0.0,42.5
84,R2,46.0,0.0,0.0,232.0,121.0,0.0,EOD,121,121.0,1.38,0.0,0.0,0.0,1.38
84,R3,29.0,0.0,0.0,989.0,339.0,518.0,EOD,339,339.0,0.87,0.0,0.0,0.0,0.87
85,Supplier,0.0,0.0,588.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
85,W1,258.0,0.0,0.0,865.0,336.0,691.0,EOD,0,0.0,5.16,0.0,18.36,980.0,1003.52
85,W2,53.0,0.0,339.0,1485.0,339.0,0.0,EOD,0,0.0,1.06,0.0,18.39,0.0,19.45
85,R1,0.0,47.0,0.0,410.0,225.0,263.0,EOD,225,178.0,0.0,23.5,0.0,0.0,23.5
85,R2,0.0,67.0,0.0,435.0,113.0,0.0,EOD,113,46.0,0.0,33.5,0.0,0.0,33.5
85,R3,0.0,289.0,0.0,989.0,318.0,0.0,EOD,318,29.0,0.0,144.5,0.0,0.0,144.5
86,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
86,W1,33.0,0.0,113.0,1478.0,338.0,0.0,EOD,0,0.0,0.66,0.0,18.38,350.0,369.04
86,W2,0.0,0.0,12.0,1543.0,318.0,592.0,EOD,0,0.0,0.0,0.0,18.18,600.0,618.18
86,R1,0.0,172.0,0.0,635.0,125.0,0.0,EOD,125,0.0,0.0,86.0,0.0,0.0,86.0
86,R2,93.0,0.0,0.0,203.0,72.0,232.0,EOD,72,72.0,2.79,0.0,0.0,0.0,2.79
86,R3,0.0,41.0,0.0,1169.0,217.0,465.0,EOD,217,176.0,0.0,20.5,0.0,0.0,20.5
87,Supplier,0.0,0.0,656.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
87,W1,481.0,0.0,310.0,1030.0,197.0,448.0,EOD,0,0.0,9.620000000000001,0.0,16.97,0.0,26.59
87,W2,0.0,0.0,229.0,1543.0,217.0,0.0,EOD,0,0.0,0.0,0.0,17.17,0.0,17.17
87,R1,133.0,0.0,0.0,225.0,105.0,410.0,EOD,105,105.0,3.9899999999999998,0.0,0.0,0.0,3.9899999999999998
87,R2,26.0,0.0,0.0,203.0,67.0,0.0,EOD,67,67.0,0.78,0.0,0.0,0.0,0.78
87,R3,0.0,210.0,0.0,1169.0,169.0,0.0,EOD,169,0.0,0.0,105.0,0.0,0.0,105.0
88,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
88,W1,0.0,0.0,1.0,1565.0,172.0,0.0,EOD,0,0.0,0.0,0.0,16.72,730.0,746.72
88,W2,40.0,0.0,0.0,1640.0,169.0,438.0,EOD,0,0.0,0.8,0.0,16.69,350.0,367.49
88,R1,222.0,0.0,0.0,229.0,136.0,225.0,EOD,136,136.0,6.66,0.0,0.0,0.0,6.66
88,R2,155.0,0.0,0.0,252.0,74.0,203.0,EOD,74,74.0,4.6499999999999995,0.0,0.0,0.0,4.6499999999999995
88,R3,115.0,0.0,0.0,1043.0,199.0,524.0,EOD,199,199.0,3.4499999999999997,0.0,0.0,0.0,3.4499999999999997
89,Supplier,0.0,0.0,341.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
89,W1,417.0,0.0,211.0,1148.0,210.0,417.0,EOD,0,0.0,8.34,0.0,17.1,0.0,25.44
89,W2,40.0,0.0,199.0,1640.0,199.0,0.0,EOD,0,0.0,0.8,0.0,16.99,0.0,17.79
89,R1,111.0,0.0,0.0,229.0,111.0,0.0,EOD,111,111.0,3.33,0.0,0.0,0.0,3.33
89,R2,93.0,0.0,0.0,252.0,62.0,0.0,EOD,62,62.0,2.79,0.0,0.0,0.0,2.79
89,R3,0.0,78.0,0.0,1043.0,193.0,0.0,EOD,193,115.0,0.0,39.0,0.0,0.0,39.0
